1 0.441658199221 0.0515144039308 0.382810303832
2 0.224633288824 0.0474906589674 0.171092188281
4 0.116641996385 0.0434689881622 0.0681313396036
8 0.0673017983196 0.0408501803786 0.0218255130247
16 0.058450267054 0.0393033463737 0.0150337428942
32 0.0601647418478 0.04170485558 0.0139444437937
64 0.0444559214533 0.0300360073869 0.0112607270583
128 0.0349045447979 0.0251355035373 0.00716011623095
256 0.0235690260339 0.0183029822979 0.00336782292448
512 0.0221444453554 0.0183460515836 0.00189431651362
1024 0.0213428442029 0.0182749201571 0.00120008355197
2048 0.0204735278845 0.0180472507887 0.000560876788168
4096 0.0206199390539 0.0181613294915 0.000568197346639
8192 0.0216161450525 0.0191583895552 0.000590403040667
16384 0.0205939510713 0.0181093535264 0.000552702164543
32768 0.0213545570965 0.0188776461379 0.000597479580522
65536 0.0207208407515 0.0182545446027 0.000574175802724
131072 0.0222198471077 0.0196422784701 0.000624687656172
262144 0.0206550777346 0.0181932959302 0.000579178184345
524288 0.0204964656344 0.0180555474216 0.00057210164449
1048576 0.0225016886088 0.0198675076524 0.000648845499125
